條碼	書名/刊名	著（譯）者	初版社	版本	卷/冊次	櫃位編號	出版日期	入庫日期	I.健康養生	館藏別	語文	附CD/DVD
JAE00340	詩經（下）	袁愈嫈	台灣古籍出版有限公司	初版二刷		A55	2002/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00341	春秋左傳（上）	左丘明	台灣古籍出版有限公司	初版二刷		A55	2002/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00342	春秋左傳（中）	左丘明	台灣古籍出版有限公司	初版二刷		A55	2002/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00343	春秋左傳（下）	左丘明	台灣古籍出版有限公司	初版二刷		A55	2002/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00344	詩經欣賞與研究（一）	糜文開、裴普賢	三民書局	二版		A55	1991/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00345	詩經欣賞與研究（二）	糜文開、裴普賢	三民書局	二版		A55	1991/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00346	詩經欣賞與研究（三）	糜文開、裴普賢	三民書局	二版		A55	1991/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00347	詩經欣賞與研究（四）	糜文開、裴普賢	三民書局	二版		A55	1991/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00348	十三經標點（上）	吳樹平等點校	曉園出版社有限公司	初版一刷		A55	2005/7/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00349	十三經標點（下）	吳樹平等點校	曉園出版社有限公司	初版一刷		A55	2005/7/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00350	十三經索引	臺灣開明書店	臺灣開明書店	十三版		A55	1998/11/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00351	詩經今註今譯	王雲五	臺灣商務印書館	初版九刷		A61	2004/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00352	大載禮記今註今譯	高明	臺灣商務印書館	初版三刷		A61	1993/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00353	禮記今註今譯（上）	王雲五	臺灣商務印書館	初版八刷		A61	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00354	禮記今註今譯（下）	王雲五	臺灣商務印書館	初版八刷		A61	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00355	周禮今註今譯	王雲五	臺灣商務印書館	初版七刷		A61	1997/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00356	春秋穀梁傳今註今譯	薛安勤	臺灣商務印書館	初版二刷		A61	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00357	春秋穀梁傳今註今譯	李宗侗	臺灣商務印書館	初版二刷		A61	2002/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00358	春秋左傳今註今譯（上冊）	王雲五	臺灣商務印書館	初版四刷		A61	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00359	春秋左傳今註今譯（中冊）	王雲五	臺灣商務印書館	初版三刷		A61	2002/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00360	春秋左傳今註今譯（下冊）	王雲五	臺灣商務印書館	初版三刷		A61	2002/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00361	老子今註今譯	王雲五	臺灣商務印書館	初版五刷		A61	2005/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00362	莊子今註今譯	王雲五	臺灣商務印書館	初版四刷		A61	2004/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00363	尚書今註今譯	王雲五	臺灣商務印書館	十四刷		A61	1997/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00364	論語今註今譯	王雲五	臺灣商務印書館	初版七刷		A61	2002/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00365	孝經今註今譯	黃得時	臺灣商務印書館	初版六刷		A61	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00366	中庸今註今譯	王雲五	臺灣商務印書館	十三刷		A61	1998/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00367	大學今註今譯	王雲五	臺灣商務印書館	十四刷		A61	2003/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00368	列女傳今註今譯	張敬	臺灣商務印書館	初版二刷		A61	1996/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00369	東周列國志（上）	馮夢龍	三民書局	初版七刷		A61	2002/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00370	東周列國志（下）	馮夢龍	三民書局	初版七刷		A61	2002/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00371	三國演義（上）	羅貫中	三民書局	初版十八刷		A61	2004/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00372	三國演義（下）	羅貫中	三民書局	初版十八刷		A61	2004/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00373	西遊記（上）	吳承恩	三民書局	二版三刷		A61	2003/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00374	西遊記（下）	吳承恩	三民書局	二版三刷		A61	2003/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00375	水滸傳（上）	施耐庵	三民書局	二版四刷		A61	2005/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00376	水滸傳（上）	施耐庵	三民書局	二版四刷		A61	2005/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00377	七俠五義	石玉崑	三民書局	五版		A61	2001/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00378	濟公傳	王夢吉	三民書局	初版四刷		A61	2001/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00379	儒林外史	吳敬梓	三民書局	二版三刷		A61	2004/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00380	紅樓夢	曹雪芹	三民書局	二版五刷		A61	2004/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00381	紅樓夢	曹雪芹	三民書局	二版五刷		A61	2004/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00382	小五義		世一書局			A61	1992/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00383	水滸傳	施耐庵	世一書局	二版		A61	1992/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00384	征東.征西		世一書局	二版		A61	1993/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00385	岳飛傳		世一書局			A61	1992/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00386	新譯楚辭讀本	傅錫壬	三民書局	九版		A62	1993/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00387	戰國史	楊寬	臺灣商務印書館	初版七刷		A62	2004/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00388	西周史	楊寬	臺灣商務印書館	初版一刷		A62	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00389	史記故事	王越然	國家出版社	初版七刷		A62	2007/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00390	史記選評	楊義	香港三聯書店	初版		A62	2006/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00391	史記精華	司馬遷原著/奏同培譯註	綜合出版社	二版		A62	1982/1/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00392	史記1	楊家駱	鼎文書局			A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00393	史記2	楊家駱	鼎文書局			A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00394	史記3	楊家駱	鼎文書局			A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00395	史記4	楊家駱	鼎文書局			A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00396	學術新刊：史記第一冊	司馬遷原著/郝志達、楊鍾賢譯注	建宏出版社	初版二刷		A62	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00397	學術新刊：史記第二冊	司馬遷原著/郝志達、楊鍾賢譯注	建宏出版社	初版二刷		A62	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00398	學術新刊：史記第三冊	司馬遷原著/郝志達、楊鍾賢譯注	建宏出版社	初版二刷		A62	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00399	學術新刊：史記第四冊	司馬遷原著/郝志達、楊鍾賢譯注	建宏出版社	初版二刷		A62	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00400	學術新刊：史記第五冊	司馬遷原著/郝志達、楊鍾賢譯注	建宏出版社	初版二刷		A62	2001/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00401	中國歷代經典寶庫袖珍本：史記		時報文化	四版		A62	1985/1/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00402	顏子聖學		萬有善書出版社			A62	1976/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00403	新儒家哲學十八講	方東美	黎明文化事業股份有限公司	初版		A62	1983/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00404	孔孟荀哲學上冊	吳康	臺灣商務印書館	四版		A62	1982/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00405	歷代帝王年表 歷代帝王廟謚年諱譜		臺灣中華書局	二版		A62	1970/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00406	中國史綱上古篇	張蔭麟	正中書局	七版		A62	1969/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00407	中國哲學史話	吳怡、張起鈞	三民書局	三版一刷		A62	2004/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00408	中國哲學原論原道篇卷一	唐君毅	臺灣學生書局	三版	1	A62	1978/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00409	中國哲學原論原道篇卷二	唐君毅	臺灣學生書局	四版	2	A62	1980/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00410	中國哲學原論原道篇卷三	唐君毅	臺灣學生書局	四版	3	A62	1980/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00411	本草綱目萬方類纂第一冊	許衡峰	文笙書局		1	A62	1978/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00412	本草綱目萬方類纂第二冊	許衡峰	文笙書局		2	A62	1978/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00413	本草綱目萬方類纂第三冊	許衡峰	文笙書局		3	A62	1978/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00414	本草綱目萬方類纂第四冊	許衡峰	文笙書局		4	A62	1978/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00415	繁英集：最新師大散文得獎作品		孫氏出版社	初版		A62	1987/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00416	繁星集：最新師大散文得獎作品		孫氏出版社	初版		A62	1987/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00417	人間孔子	白羅	遠流出版社	二版二刷		A62	2002/11/16	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00418	呻吟語	呂坤				A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00419	增廣詩韻集成	余照春亭	文源書局	二版		A62	1992/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00420	屈原賦今譯	王宗樂	華聯出版社			A62	1978/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00421	國學問答一千題	彭國祥	五洲出版社			A62	2000/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00422	古今分韻詩選	高明誠	五洲出版社			A62	1998/2/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00423	文學概論	涂公遂	五洲出版社	二版		A62	2004/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00424	李白詩選		文源書局	二版		A62	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00425	訓女寶箴	林立仁	正一善書出版社			A62		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00426	西洋哲學十二講	鄥昆如	三民書局	二版一刷		A63	2004/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00427	西洋哲學史話	鄥昆如	東大圖書	初版四刷		A63	2002/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00428	聖經					A63		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00429	中國佛教通史第一冊	關世謙	佛光文化事業有限公司	初版二刷		A63	1998/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00430	中國佛教通史第二冊	關世謙	佛光文化事業有限公司	初版二刷		A63	1998/9	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00431	中國佛教通史第三冊	關世謙	佛光文化事業有限公司	初版二刷		A63	1999/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00432	中國佛教通史第四卷	關世謙	佛光文化事業有限公司	初版		A63	1993/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00433	佛教史年表	慈怡法師	佛光出版社	初版二刷		A63	1995/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00434	白水老人講道集		光明國學出版社	初版		A34	1995/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00435	白水老人叮嚀慈語：修辦須知		屏山天元宮			A34	1997/4/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00436	白水老人叮嚀話語：福山榮園集刊一~十八卷		光明國學出版社	二版		A34	1997/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00437	白水老人道義輯要		埔里天元佛院			A34	1996/7/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00438	雨霖雜記					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00439	白水老人箴言集		正德雜誌社	二版		A34	1985/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00440	箴言集成		正一善書出版社			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00441	白水老人講道語錄(一）		光明國學出版社	二版		A34	1992/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00442	白水老人講道語錄(二）		光明國學出版社	二版		A34	1992/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00443	白水老人講道語錄(1）		光明國學出版社	二版		A34	1992/3/25	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00444	白水老人講道語錄(3）：辛未年		光明國學出版社			A34	1991/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00445	白水老人講道語錄(4）：壬申年		光明國學出版社			A34	1992/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00446	白水老人講道語錄(5）：癸酉年		光明國學出版社			A34	1993/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00447	白水老人講道語錄(6）：癸酉年		光明國學出版社			A34	1993/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00448	白水老人講道語錄(7）：癸酉年		光明國學出版社			A34	1993/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00449	白水老人講道語錄(8）：癸酉年		光明國學出版社			A34	1993/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00450	白水老人講道語錄(9）：甲戌年		光明國學出版社			A34	1994/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00451	白水老人講道語錄(10）：甲戌年		光明國學出版社			A34	1994/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00452	至德大帝講道語錄（一）		天恩宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00453	至德大帝講道語錄（三）		天恩宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00454	至德大帝講道語錄（四）		天恩宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00455	慧慈菩薩語錄		道恩公壇			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00456	慧慈菩薩語錄（一）					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00457	慧慈菩薩語錄（二）					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00458	慧慈菩薩語錄（三）					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00459	慧慈菩薩語錄（四）					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00460	慧慈菩薩語錄（五）					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00461	德慧菩薩叮嚀慈語：修辦須知		屏山天元宮			A34	1997/4/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00462	修辦指南：迴光返照 認理實修		屏山天元宮			A34	1997/4/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00463	道範長存：白水老人成道十週年紀念		德慧雜誌社			A34	1995/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00464	白水老人年譜					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00465	道範千秋：永懷老前人		埔里天元佛院			A34	1995/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00466	懿德永昭		屏山天元宮			A34	1996/4/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00467	仙佛慈悲顯化專輯：真人實事錄	廖瑞民 莊又菱				A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00468	王鳳儀十二字薪傳	鄭予東	萬國道德總會			A34	1988/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00469	急公好義典範流芳：故林清波講師仙逝					A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00470	王鳳儀言行錄					A34	1987/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00471	王鳳儀嘉言錄		正一善書出版社			A34	1994/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00472	逝水悠悠：永懷老前人		屏山天元宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00473	慈暉永在：永懷前人		屏山天元宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00474	開道先鋒：劉振魁前人略傳	林榮澤	明德出版社			A34	2007/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00475	慧性心一菩薩		天道之光出版社			A34	2001/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00476	大德真君紀念集					A34	1977/9/29	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00477	祖師師尊師母略傳		天恩宮			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00478	祖師師尊師母略傳		光明國學出版社			A34	1996/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00479	天然師尊道範	林榮澤	正一善書出版社	初版		A34	2001/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00480	師母的五大承擔	林榮澤	一貫義理編輯苑	初版		A34	2013/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00481	一代明師：師尊張天然略傳	林榮澤	正一善書出版社	二版		A34	2002/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00482	一貫道發展史	孚中	正一善書出版社	初版一刷		A34	1999/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00483	天道鉤沉	宋光宇	天祐出版社	二版		A34	1995/12/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00484	述說興毅典範	林榮澤	一貫義理編輯苑	初版		A34	2016/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00485	同心同德感恩檢討法會		天恩群英道務中心			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00486	白陽道脈薪傳錄	北林	明德出版社	初版		A34	2008/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00487	道脤源流		天道之光出版社			A34		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00488	道統文化		天道之光出版社			A34	2014/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00489	三教真傳		萬有善書出版社			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00490	三教聖人		屏山天元宮			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00491	太上道祖軒轅皇黃帝	王寒公、胡信田	正一善書出版社			A35	1988/10/19	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00492	觀世音菩薩傳		正一善書出版社			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00493	釋迦牟尼佛傳	星雲大師	佛光文化事業有限公司	二版三十刷		A35	2002/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00494	十大弟子傳	星雲大師	佛光文化事業有限公司	二版六刷		A35	2001/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00495	耶穌的行道精神	林榮澤	圓晟出版社	二版一刷		A35	2007/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00496	老子傳	曼陀羅室主人	義士出版社			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00497	太上老子傳	馬炳文（合陽）				A35	1994/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00498	孔子的智慧	林語堂 張振玉	德華出版社			A35	1982/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00499	孔門弟子志行考述	蔡仁厚	臺灣商務印書館	二版五刷		A35	2004/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00500	與青少年談孔子	傅佩榮	名田文化有限公司	初版		A35	2003/11	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00501	與青少年談孟子	傅佩榮	名田文化有限公司	初版		A35	2003/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00502	復聖顏子史料彙編	黃紹祖	新文豐出版公司	台一版		A35	1985/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00503	唐三藏取經		寸心印經處			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00504	唐玄奘三藏傳史彙編	光中法師	東土圖書公司			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00505	玉琳國師	星雲大師	佛光文化事業有限公司	九版十四刷		A35	2007/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00506	皇帝與和尚	釋煮雲	佛光文化事業有限公司	初版四刷		A35	1999/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00507	寒山子研究	陳慧劍	東土圖書公司	初版四刷		A35	2003/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00508	七真史傳	利生堂印贈	大興圖書印製有限公司			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00509	七真史傳	靈隱寺善信印贈				A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00510	八仙的故事	郭士宏	宏道文化事業有限公司	初版		A35	2008/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00511	濟公活佛傳（上）	漫畫/田心	圓晟出版社			A35	1993/1/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00512	濟公活佛傳（下）	漫畫/田心	圓晟出版社			A35	1993/1/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00513	宋儒風範	董金裕	東大圖書	二版		A35	1993/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00514	細說道教五祖：呂仙祖之故事	翁峰山	正一善書出版社	初版一刷		A35	2000/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00515	南海古佛修行證悟過程  普陀山歷代傳奇史跡		平陽印刷製版所			A35	1981	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00516	王鳳儀言行錄		豐華印刷有限公司			A35		2017/10/9	E.文史傳記	峨眉書院	華語	
JAF00001	光明季刊		天元佛院		1	A31	1995/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00002	光明季刊		天元佛院		2	A31	1995//7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00003	光明季刊		天元佛院		3	A31	1995/11	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00004	光明季刊		天元佛院		4	A31	1996/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00005	光明季刊		天元佛院		5	A31	1996/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00006	光明季刊		天元佛院		6	A31	1996/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00007	光明季刊		天元佛院		7	A31	1996/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00008	光明季刊		天元佛院		8	A31	1997/1	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00009	光明季刊		天元佛院		9	A31	1997/4	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00010	光明季刊		天元佛院		10	A31	1997/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00011	光明季刊		天元佛院		11	A31	1997/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00012	光明季刊		天元佛院		12	A31	1997/12	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00013	光明季刊		天元佛院		13	A31	1998/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00014	光明季刊		天元佛院		14	A31	1998/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00015	光明季刊		天元佛院		15	A31	1998/10	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00016	光明季刊		天元佛院		16	A31	1999/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00017	光明季刊		天元佛院		18	A31	1999/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00018	光明季刊		天元佛院		20	A31	1999/9	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00019	光明季刊		天元佛院		19	A31	2000/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00020	群英		天恩群英道務中心		1	A31	1992/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00021	群英		天恩群英道務中心		2	A31	1993/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00022	群英		天恩群英道務中心		3	A31	1994/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00023	群英		天恩群英道務中心		4	A31	1995/2	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00024	群英		天恩群英道務中心		5	A31	1996/3	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00025	群英		天恩群英道務中心		6	A31	1997/2/20	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00026	道光		天道之光出版社		1	A31	1989/6	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00027	道光		天道之光出版社		2	A31	1989/8	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00028	道光		天道之光出版社		4	A31	1990/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00029	道光		天道之光出版社		5	A31	1993/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00030	道光		天道之光出版社		6	A31	1996/7	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00031	道光		天道之光出版社		9	A31	2006/9	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00032	福山榮園集刊		正德雜誌社		1	A31	1988/8/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00033	福山榮園集刊		正德雜誌社		2	A31	1988/11/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00034	福山榮園集刊		正德雜誌社		3	A31	1989/3/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00035	福山榮園集刊		正德雜誌社		4	A31	1998/8/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00036	福山榮園集刊		正德雜誌社		5	A31	1990/1/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00037	福山榮園集刊		正德雜誌社		6	A31	1990/6/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00038	福山榮園集刊		正德雜誌社		7	A31	1990/8/5	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00039	福山榮園集刊		正德雜誌社		8	A31	1991/3/31	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00040	福山榮園集刊		正德雜誌社		9	A31	1988/8/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00041	福山榮園集刊		正德雜誌社		10	A31	1991/10/15	2017/10/9	F.集刊類	峨眉書院	華語	
JAF00042	福山榮園集刊		正德雜誌社		11	A31	1992/3/15	2017/10/9	F.集刊類	峨眉書院	華語	
