條碼	書名/刊名	著（譯）者	初版社	版本	卷/冊次	櫃位編號	出版日期	入庫日期	I.健康養生	館藏別	語文	附CD/DVD
JAE00211	中國歷代經典寶庫：瓜棚下的怪譚：聊齊誌異	周學武	時報文化	三版五刷	46	A52	1999/10/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00212	西周英雄傳奇：封神榜	李元貞	時報文化	三版五刷	47	A52	2000/11/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00213	中國歷代經典寶庫：取經的卡通：西遊記	黃慶萱、龔鵬程、林明峪	時報文化	三版六刷	48	A52	2000/4/30	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00214	中國歷代經典寶庫：帝國的最後一瞥：老殘遊記	簡錦松	時報文化	三版五刷	49	A52	2000/1/31	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00215	中國歷代經典寶庫：文學的御花園：文選	簡宗梧	時報文化	三版三刷	50	A52	1998/4/20	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00216	中國歷代經典寶庫：大地之歌：樂府	傅錫仁	時報文化	三版四刷	51	A52	1999/8/31	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00217	中國歷代經典寶庫：古典文學的奧秘：文心雕龍	王夢鷗	時報文化	三版三刷	52	A52	2000/10/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00218	中國歷代經典寶庫：華夏的曙光：尚書	李振興	時報文化	三版二刷	53	A52	1998/2/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00219	中國歷代經典寶庫：天可汗的時代：貞觀政要	雷家驥	時報文化	三版五刷	54	A52	1999/8/31	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00220	中國歷代經典寶庫：藝術生活的結晶：閒情偶寄	顏天佑	時報文化	三版三刷	55	A52	1998/8/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00221	中國歷代經典寶庫：典章制度的總匯：通典	張榮芳	時報文化	三版三刷	56	A52	1998/8/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00222	中國歷代經典寶庫：史筆與文心：文史通義	喬衍琯	時報文化	三版二刷	57	A52	1998/2/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00223	中國歷代經典寶庫：大城小調：東京夢華錄	王明蓀	時報文化	三版三刷	58	A52	1998/8/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00224	中國歷代經典寶庫：忠臣孝子的悲願：明夷待訪錄	董金裕	時報文化	三版三刷	59	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00225	中國歷代經典寶庫：神仙道家：淮南子(上)	呂凱	時報文化	三版三刷	60	A52	2001/1/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00226	中國歷代經典寶庫：神仙道家：淮南子(下)	呂凱	時報文化	三版三刷	61	A52	1998/6/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00227	中國歷代經典寶庫：淨土上的烽煙：洛陽伽藍記	王文進	時報文化	三版三刷	62	A52	2000/3/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00228	中國歷代經典寶庫：不死的探求：抱朴子(上)	李豐楙	時報文化	三版四刷	63	A52	1999/8/31	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00229	中國歷代經典寶庫：不死的探求：抱朴子(下)	李豐楙	時報文化	三版二刷	64	A52	1996/7/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00230	中國歷代經典寶庫：唐山過海的故事：台灣通史	吳密察	時報文化	三版八刷	65	A52	1999/11/15	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00231	中國歷代思想家：關公.管子.老子.孔子.孫子	洪安全、婁良樂、余培林、張蓓蓓、徐文助	臺灣商務印書館	初版二刷	1	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00232	中國歷代思想家：墨子 商鞅 莊子 孟子 荀子	王冬珍、甲凱、黃錦鋐、劉正浩、林麗真	臺灣商務印書館	初版一刷	2	A53	1999/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00233	中國歷代思想家：公孫龍 呂不韋 韓非 陸賈	周駿富、朱永嘉、蕭木、楊樹藩、王更生	臺灣商務印書館	初版二刷	3	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00234	中國歷代思想家：賈誼 董仲舒 劉安 劉向 揚雄	王更生、林麗雪、于大成、廖吉郎、李洗鍌	臺灣商務印書館	初版一刷	4	A53	1999/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00235	中國歷代思想家：王充 王符 鄭玄 荀悅 仲長統 何晏 阮籍 傅玄	陳麗桂、王關仕、陳品卿、張美煜、楊昌年、何啟明、韓復智	臺灣商務印書館	初版一刷	5	A53	1999/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00236	中國歷代思想家：嵇康 王弼 葛洪 郭象 道安 慧遠 竺道生 寇謙之	何啟民、林麗真、尤信雄、黃錦鋐、藍吉富、田博元、莊宏誼	臺灣商務印書館	初版二刷	6	A53	2000/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00237	中國歷代思想家：陶弘景 智顗 吉藏 杜順	沈謙、慧嶽、李世傑	臺灣商務印書館	初版一刷	7	A53	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00238	中國歷代思想家：王通.玄奘.慧能.法藏.韓愈.羅隱.杜光庭	沈秋雄、彭楚珩、羅宗濤、藍吉富、張特生、楊樹藩、鄭素春	臺灣商務印書館	初版一刷	8	A53	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00239	中國歷代思想家：范仲淹 孫復 胡瑗 邵雍 周敦頣 司馬光 張載	王德義、蔡仁厚、封思毅、陳郁夫、董俊彥、陳弘治	臺灣商務印書館	初版一刷	9	A53	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00240	中國歷代思想家：王安石 程顥 程頣 楊時	廖吉郎、王開府、傅武光	臺灣商務印書館	初版一刷	10	A53	1999/4	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00241	中國歷代思想家：朱熹 呂祖謙 陸九淵 陳亮 邱處機  葉適 真德秀	陸寶千、姚榮松、陳郁夫、林耀曾、王民信、陳麗桂、甲凱	臺灣商務印書館	初版一刷	11	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00242	中國歷代思想家：耶律楚材 許衡 方孝儒	趙振績、王民信、邱德修	臺灣商務印書館	初版一刷	12	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00243	中國歷代思想家：陳獻章 王守仁 李贄	宋志明、王熙元、陳清輝	臺灣商務印書館	初版一刷	13	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00244	中國歷代思想家：高攀龍 劉宗周 黃道周 朱之瑜 黃宗羲 方以智	傅武光、古清美、黃春貴、賴橋本、許錟輝、張永堂	臺灣商務印書館	初版一刷	14	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00245	中國歷代思想家：顧炎武 王夫之 李顒 顏元	簡明勇、黃懿梅、王孺松、李國英	臺灣商務印書館	初版一刷	15	A53	1999/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00246	中國歷代思想家：劉獻廷  李塨 惠棟 莊存興 戴震 阮元	盧建榮、周何、王法周、陸寶千、劉昭仁、余新華	臺灣商務印書館	初版一刷	16	A53	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00247	中國歷代思想家：包世臣 龔自珍 魏源 馮桂芬	鄭大華、龔自珍、魏源、馮桂芬	臺灣商務印書館	初版一刷	17	A53	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00248	中國歷代思想家：曾國藩 郭嵩燾 王韜 薛福成 鄭觀應 胡禮垣	何烈、陸寶千、呂實強、王爾敏、孫會文、李金強	臺灣商務印書館	初版一刷	18	A53	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00249	中國歷代思想家：嚴復 康有為 譚嗣同 吳敬恆	郭正昭、王樹槐、林載爵、呂芳上	臺灣商務印書館	初版一刷	19	A53	1999/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00250	中國歷代思想家：孫中山  蔡元培	蔣永敬、陶英惠	臺灣商務印書館	初版二刷	20	A53	2001/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00251	中國歷代思想家：章炳麟 歐陽竟無 梁啟超 馬一浮	張玉法、麻天祥、胡平生、鄭大華	臺灣商務印書館	初版一刷	21	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00252	中國歷代思想家：熊十力 張君勱 蔣中正	李霜青、江勇振、吳寄萍	臺灣商務印書館	初版一刷	22	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00253	中國歷代思想家：陳大齊 太虛 戴季陶	沈清松、慧嚴、李雲漢	臺灣商務印書館	初版一刷	23	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00254	中國歷代思想家：胡適 梁漱溟 錢穆	楊承彬、鄭大華、戴景賢	臺灣商務印書館	初版一刷	24	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00255	中國歷代思想家：馮友蘭 方東美 唐君毅 牟宗三	沈清松、李杜、蔡仁厚	臺灣商務印書館	初版一刷	25	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00256	佛光教科書：佛法僧三寶	佛光星雲編著	佛光山宗務委員會	初版	1	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00257	佛光教科書：佛教的真理	佛光星雲編著	佛光山宗務委員會	初版	2	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00258	佛光教科書：菩薩行證	佛光星雲編著	佛光山宗務委員會	初版	3	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00259	佛光教科書：佛教史	佛光星雲編著	佛光山宗務委員會	初版	4	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00260	佛光教科書：宗派概論	佛光星雲編著	佛光山宗務委員會	初版	5	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00261	佛光教科書：實用佛教	佛光星雲編著	佛光山宗務委員會	初版	6	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00262	佛光教科書：佛教常識	佛光星雲編著	佛光山宗務委員會	初版	7	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00263	佛光教科書：佛教與世學	佛光星雲編著	佛光山宗務委員會	初版	8	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00264	佛光教科書：佛教問題探討	佛光星雲編著	佛光山宗務委員會	初版	9	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00265	佛光教科書：宗教概說	佛光星雲編著	佛光山宗務委員會	初版	10	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00266	佛光教科書：佛光學	佛光星雲編著	佛光山宗務委員會	初版	11	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00267	佛光教科書：佛教作品選錄	佛光星雲編著	佛光山宗務委員會	初版	12	A53	1999/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00268	故事系列：修道故事小品集(一)	潘添財	圓晟出版社	二版一刷	1	A53	2002/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00269	故事系列：修道故事小品集(二)	潘添財	三德書局	初版一刷	2	A53	1995/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00270	故事系列：修道故事小品集(三)	潘添財	三德書局		3	A53		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00271	故事系列：修道故事小品集(四)	潘添財	三德書局	初版一刷	4	A53	1995/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00272	故事系列：修道故事小品集(五)	潘添財	三德書局	初版一刷	5	A53	1995/7	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00273	故事系列：修道故事小品集(六)	陳志洋	三德書局	初版二刷	6	A53	1993/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00274	故事系列：修道故事小品集(七)	陳志洋	三德書局	初版一刷	7	A53	1993/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00275	故事系列：修道故事小品集(八)	陳志洋	三德書局	初版一刷	8	A53	1994/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00276	故事系列：修道故事小品集(九)	陳志洋	三德書局		9	A53		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00277	故事系列：修道故事小品集(十)	陳志洋	三德書局	初版一刷	10	A53	1994/12	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00278	故事系列：修道故事小品集(十一)	陳志洋	三德書局	初版一刷	11	A53	1995/10	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00279	故事系列：修道故事小品集(十二)	陳志洋	三德書局	初版一刷	12	A53	1996/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00280	故事系列：修道故事小品集(十三)	陳志洋	三德書局		13	A53		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00281	故事系列：修道故事小品集(十四)	陳志洋	三德書局		14	A53		2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00282	十三經概論（上）	夏傳才	萬卷樓圖書有限公司	初版		A53	1996/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00283	十三經概論（下）	夏傳才	萬卷樓圖書有限公司	初版		A53	1996/6	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00284	古文觀止新編(上)	錢伯城	台灣古籍出版公司	初版十二刷		A53	2004/3	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00285	古文觀止新編(下)	錢伯城	台灣古籍出版公司	二版一刷		A53	2004/8	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00286	新譯：世說新語	劉正浩、邱燮友、陳滿銘、許錟輝、黃俊郎	三民書局	初版四刷		A54	2003/2	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00287	新譯：國語讀本	易中天、侯迺慧	三民書局	二版一刷		A54	2004/5	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00288	新譯：莊子讀本	張松耀	三民書局	初版一刷		A54	2005/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00289	新譯：說苑讀本	左松超	三民書局	初版		A54	1996/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00290	新譯：四書讀本	謝冰瑩等	三民書局	五版四刷		A54	2003/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00291	新譯：左傳讀本(上)	郁賢皓、周福昌、姚曼波	三民書局	初版一刷		A54	2002/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00292	新譯：左傳讀本(中)	郁賢皓、周福昌、姚曼波	三民書局	初版一刷		A54	2002/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00293	新譯：左傳讀本(下)	郁賢皓、周福昌、姚曼波	三民書局	初版一刷		A54	2002/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00294	新譯：古文觀止	謝冰瑩等	三民書局	初版六刷		A54	2003/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00295	新譯：禮記讀本	姜義華	三民書局	初版二刷		A54	2000/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00296	新譯：幼學瓊林	馬自毅	三民書局	初版三刷		A54	2002/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00297	新譯：戰國策(上)	溫洪隆	三民書局	二版一刷		A54	2004/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00298	新譯：戰國策(下)	溫洪隆	三民書局	二版二刷		A54	2003/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00299	新譯：荀子讀本	王忠林	三民書局	初版十二刷		A54	2003/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00300	新譯：莊子讀本	黃錦鋐	三民書局	初版十八刷		A54	2003/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00301	新譯：菜根譚	吳家駒	三民書局	初版四刷		A54	2003/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00302	新譯：菜根譚	吳家駒	三民書局	二版二刷		A54	2008/1/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00303	新譯：顏氏家訓	李振興、黃沛榮、賴明德	三民書局	初版二刷		A54	2001/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00304	新譯：元曲三百首	賴橋木、林玫儀	三民書局	初版三刷		A54	2003/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00305	新譯：宋詞三百首	汪中	三民書局	初版十五刷		A54	2004/1/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00306	新譯：唐詩三百首	邱燮友	三民書局	四版五刷		A54	2003/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00307	新譯：詩經讀本(上)	滕志賢	三民書局	初版四刷		A54	2004/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00308	新譯：詩經讀本(下)	滕志賢	三民書局	初版四刷		A54	2004/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00309	新譯：尚書讀本	吳璵	三民書局	初版九刷		A54	2001/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00310	新譯：老子讀本	余培林	三民書局	初版十八刷		A54	2004/11/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00311	新譯：孝經讀本	賴炎元、黃俊郎	三民書局	初版四刷		A54	2002/7/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00312	新譯：四書讀本	謝冰瑩等	三民書局	修訂六版		A54	1995/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00313	新譯：貞觀政要	許道勳	三民書局	初版二刷		A54	2000/3/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00314	新譯：公羊傳	雪克	三民書局	初版		A54	1998/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00315	新譯：穀梁傳	顧寶田	三民書局	初版		A54	1998/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00316	新譯：孔子家語	羊春秋	三民書局	二版二刷		A54	2003/3/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00317	新譯：列女傳	黃清泉	三民書局	初版二刷		A54	2003/2/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00318	新譯：楞嚴經	賴永海、楊維中	三民書局	二版一刷		A54	2008/1/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00319	新譯：妙法蓮華經	張松輝	三民書局	二版二刷		A54	2008/6/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00320	注音詳解：古今文選：精裝本第一集	齊鐵恨、鍾露昇、方祖燊	國語日報社	二十五版	1	A55	1982/8/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00321	注音詳解：古今文選：精裝本第二集	齊鐵恨、鍾露昇、方祖燊	國語日報社	二十二版	2	A55	1982/12/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00322	注音詳解：古今文選：精裝本第三集	齊鐵恨、鍾露昇、方祖燊	國語日報社	二十四版	3	A55	1982/5/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00323	注音詳解：古今文選：精裝本第四集	齊鐵恨、鍾露昇、方祖燊	國語日報社	二十一版	4	A55	1981/12/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00324	注音詳解：古今文選：精裝本第五集	齊鐵恨、鍾露昇、方祖燊	國語日報社	十六版	5	A55	1982/12/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00325	注音詳解：古今文選：精裝本第六集	齊鐵恨、何容、鍾露昇、方祖燊、林文月	國語日報社	十六版	6	A55	1982/4/1	2017/10/9	E.文史傳記	峨眉書院	華語	
JAE00326	注音詳解：古今文選：精裝本第七集	何容、林文月、曾永義、黃啟方	國語日報社	十版	7	A55	1982/9/1	2017/10/9	E.文史傳記	峨眉書院	華語	
